"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0055013","GO:0055013","cardiac muscle cell development","4/800","40/17744",0.1,2.218,1.67568403472675,0.104522738945243,0.53502732167933,0.486614176562175,"tpm4a/pbx4/icam3/tln1",4
"GO:0009144","GO:0009144","purine nucleoside triphosphate metabolic process","8/800","106/17744",0.0754716981132075,1.67396226415094,1.51221796280656,0.105807084395273,0.540318167942686,0.491426268755297,"pgam1a/ak2/atp5l/atp5pf/atp5mf/atp5f1c/atp5if1a/atp5pd",8
"GO:0071363","GO:0071363","cellular response to growth factor stimulus","17/800","271/17744",0.0627306273062731,1.39136531365314,1.4106971445718,0.106786028832901,0.544028113794096,0.494800511849851,"mapkapk2a/fgfr1a/mmp2/gpc1a/tgfb3/dynlrb1/cd63/ltbp3/nrp2b/mmp9/ldlrad4b/tgfbr2l/hspa8/fgfr4/kcp/bmper/grem2b",17
"GO:0008610","GO:0008610","lipid biosynthetic process","22/800","367/17744",0.0599455040871935,1.32959128065395,1.38634683049818,0.107054712541319,0.544110626241844,0.494875557974021,"impa1/elovl6/st3gal8/pdss2/pdss1/mid1ip1b/ptges/lpin1a/fdps/srd5a2a/ebp/sgms2a/msmo1/dpm1/ndufab1a/acacb/fgfr4/cdipt/ip6k1/sptlc2b/gal3st4/ptges3b",22
"GO:0007219","GO:0007219","Notch signaling pathway","9/800","124/17744",0.0725806451612903,1.60983870967742,1.4807216514835,0.107803387204462,0.546626586883803,0.497163856284109,"uchl3/jag1a/plvapb/egfl6/appb/nle1/mecom/hey1/tcima",9
"GO:0016055","GO:0016055","Wnt signaling pathway","17/800","272/17744",0.0625,1.38625,1.39486501685528,0.109407217726153,0.548722640374684,0.499070243681847,"lrp5/ndrg2/ctnnb1/fzd9b/nkd1/rnf25/bcl9/tcf7l1a/tcf7/gsk3bb/nkd2b/dact2/tax1bp3/apcdd1l/adgra2/sfrp2l/reck",17
"GO:0070848","GO:0070848","response to growth factor","17/800","272/17744",0.0625,1.38625,1.39486501685528,0.109407217726153,0.548722640374684,0.499070243681847,"mapkapk2a/fgfr1a/mmp2/gpc1a/tgfb3/dynlrb1/cd63/ltbp3/nrp2b/mmp9/ldlrad4b/tgfbr2l/hspa8/fgfr4/kcp/bmper/grem2b",17
"GO:0010257","GO:0010257","NADH dehydrogenase complex assembly","3/800","26/17744",0.115384615384615,2.55923076923077,1.72878215142803,0.110253783425633,0.548722640374684,0.499070243681847,"ndufs5/ndufb2/ndufaf4",3
"GO:0014855","GO:0014855","striated muscle cell proliferation","3/800","26/17744",0.115384615384615,2.55923076923077,1.72878215142803,0.110253783425633,0.548722640374684,0.499070243681847,"prdm16/ndrg4/npr2",3
"GO:0032981","GO:0032981","mitochondrial respiratory chain complex I assembly","3/800","26/17744",0.115384615384615,2.55923076923077,1.72878215142803,0.110253783425633,0.548722640374684,0.499070243681847,"ndufs5/ndufb2/ndufaf4",3
"GO:0045324","GO:0045324","late endosome to vacuole transport","3/800","26/17744",0.115384615384615,2.55923076923077,1.72878215142803,0.110253783425633,0.548722640374684,0.499070243681847,"chmp2a/chmp1b/chmp5b",3
"GO:0048771","GO:0048771","tissue remodeling","3/800","26/17744",0.115384615384615,2.55923076923077,1.72878215142803,0.110253783425633,0.548722640374684,0.499070243681847,"lrp5/col1a1a/mmp2",3
"GO:0090100","GO:0090100","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","3/800","26/17744",0.115384615384615,2.55923076923077,1.72878215142803,0.110253783425633,0.548722640374684,0.499070243681847,"mmp2/mmp9/kcp",3
"GO:1901293","GO:1901293","nucleoside phosphate biosynthetic process","14/800","216/17744",0.0648148148148148,1.43759259259259,1.40598667093806,0.110817128691024,0.55025555836211,0.50046445215301,"elovl6/ak2/atp5l/atp5pf/gmppb/npr1b/ctps1a/atp5mf/atp5f1c/acacb/atp5if1a/nppc/atp5pd/npr2",14
"GO:0006626","GO:0006626","protein targeting to mitochondrion","4/800","41/17744",0.0975609756097561,2.16390243902439,1.62119636141209,0.111924494708251,0.553204784624497,0.503146811073788,"timm17a/timm10/timm22/pam16",4
"GO:0060219","GO:0060219","camera-type eye photoreceptor cell differentiation","4/800","41/17744",0.0975609756097561,2.16390243902439,1.62119636141209,0.111924494708251,0.553204784624497,0.503146811073788,"mafba/cdipt/sox11a/cdk1",4
"GO:0000963","GO:0000963","mitochondrial RNA processing","2/800","13/17744",0.153846153846154,3.41230769230769,1.89055062495803,0.114047671933815,0.55339079763441,0.50331599228002,"cdk5rap1/trnt1",2
"GO:0006684","GO:0006684","sphingomyelin metabolic process","2/800","13/17744",0.153846153846154,3.41230769230769,1.89055062495803,0.114047671933815,0.55339079763441,0.50331599228002,"sgms2a/smpd3",2
"GO:0007398","GO:0007398","ectoderm development","2/800","13/17744",0.153846153846154,3.41230769230769,1.89055062495803,0.114047671933815,0.55339079763441,0.50331599228002,"ctnnb1/cdh2",2
"GO:0021680","GO:0021680","cerebellar Purkinje cell layer development","2/800","13/17744",0.153846153846154,3.41230769230769,1.89055062495803,0.114047671933815,0.55339079763441,0.50331599228002,"rbm7/exosc8",2
"GO:0035701","GO:0035701","hematopoietic stem cell migration","2/800","13/17744",0.153846153846154,3.41230769230769,1.89055062495803,0.114047671933815,0.55339079763441,0.50331599228002,"mmp2/mmp9",2
"GO:0038034","GO:0038034","signal transduction in absence of ligand","2/800","13/17744",0.153846153846154,3.41230769230769,1.89055062495803,0.114047671933815,0.55339079763441,0.50331599228002,"baxa/baxb",2
"GO:0097192","GO:0097192","extrinsic apoptotic signaling pathway in absence of ligand","2/800","13/17744",0.153846153846154,3.41230769230769,1.89055062495803,0.114047671933815,0.55339079763441,0.50331599228002,"baxa/baxb",2
"GO:1900107","GO:1900107","regulation of nodal signaling pathway","2/800","13/17744",0.153846153846154,3.41230769230769,1.89055062495803,0.114047671933815,0.55339079763441,0.50331599228002,"osr1/dact2",2
"GO:0006913","GO:0006913","nucleocytoplasmic transport","8/800","108/17744",0.0740740740740741,1.64296296296296,1.45629157739656,0.114530067631066,0.55339079763441,0.50331599228002,"npm1a/nutf2l/nkd1/eif6/sem1/sarnp/eif4ea/sdad1",8
"GO:0048738","GO:0048738","cardiac muscle tissue development","8/800","108/17744",0.0740740740740741,1.64296296296296,1.45629157739656,0.114530067631066,0.55339079763441,0.50331599228002,"fgfr1a/tpm4a/pbx4/icam3/prdm16/tln1/ndrg4/npr2",8
"GO:0051241","GO:0051241","negative regulation of multicellular organismal process","11/800","162/17744",0.0679012345679012,1.50604938271605,1.40594009757912,0.115478759722442,0.555947325425818,0.50564118693021,"ptch1/unc5b/banf1/mmp9/loxl2b/ptch2/serpine1/serpinf1/dlx2a/rflnb/sc:d189",11
"GO:0060027","GO:0060027","convergent extension involved in gastrulation","7/800","91/17744",0.0769230769230769,1.70615384615385,1.46744324302521,0.116281517525454,0.555947325425818,0.50564118693021,"mmp14a/mmp14b/prmt1/fyna/cdh2/dsc2l/mcc",7
"GO:0050657","GO:0050657","nucleic acid transport","6/800","74/17744",0.0810810810810811,1.79837837837838,1.49539836133515,0.116349069033431,0.555947325425818,0.50564118693021,"nutf2l/rbm8a/sem1/magoh/sarnp/eif4ea",6
"GO:0050658","GO:0050658","RNA transport","6/800","74/17744",0.0810810810810811,1.79837837837838,1.49539836133515,0.116349069033431,0.555947325425818,0.50564118693021,"nutf2l/rbm8a/sem1/magoh/sarnp/eif4ea",6
"GO:0051236","GO:0051236","establishment of RNA localization","6/800","74/17744",0.0810810810810811,1.79837837837838,1.49539836133515,0.116349069033431,0.555947325425818,0.50564118693021,"nutf2l/rbm8a/sem1/magoh/sarnp/eif4ea",6
"GO:0046488","GO:0046488","phosphatidylinositol metabolic process","8/800","109/17744",0.073394495412844,1.62788990825688,1.42876093829844,0.119032757248964,0.560181623113464,0.509492334711085,"inppl1b/impa1/mtmr8/plcg1/dpm1/mtmr11/cdipt/ip6k1",8
"GO:0051169","GO:0051169","nuclear transport","8/800","109/17744",0.073394495412844,1.62788990825688,1.42876093829844,0.119032757248964,0.560181623113464,0.509492334711085,"npm1a/nutf2l/nkd1/eif6/sem1/sarnp/eif4ea/sdad1",8
"GO:0070372","GO:0070372","regulation of ERK1 and ERK2 cascade","4/800","42/17744",0.0952380952380952,2.11238095238095,1.56825820744894,0.119551511348446,0.560181623113464,0.509492334711085,"spred2b/nf1a/fgfr4/cd44a",4
"GO:0071216","GO:0071216","cellular response to biotic stimulus","4/800","42/17744",0.0952380952380952,2.11238095238095,1.56825820744894,0.119551511348446,0.560181623113464,0.509492334711085,"tmco1/il1b/cxcl8b.1/cxcl8a",4
"GO:1901532","GO:1901532","regulation of hematopoietic progenitor cell differentiation","4/800","42/17744",0.0952380952380952,2.11238095238095,1.56825820744894,0.119551511348446,0.560181623113464,0.509492334711085,"jag1a/tph1b/fgfr4/il1b",4
"GO:0050954","GO:0050954","sensory perception of mechanical stimulus","5/800","58/17744",0.0862068965517241,1.91206896551724,1.51174107499778,0.119754397663109,0.560181623113464,0.509492334711085,"lrp5/pcdh15b/adgrv1/sema5ba/cldn3c",5
"GO:0002687","GO:0002687","positive regulation of leukocyte migration","3/800","27/17744",0.111111111111111,2.46444444444444,1.65466560212231,0.120094621753327,0.560181623113464,0.509492334711085,"adam8a/plvapb/adam8b",3
"GO:0010821","GO:0010821","regulation of mitochondrion organization","3/800","27/17744",0.111111111111111,2.46444444444444,1.65466560212231,0.120094621753327,0.560181623113464,0.509492334711085,"slc35f6/ssbp1/fam162a",3
"GO:0032509","GO:0032509","endosome transport via multivesicular body sorting pathway","3/800","27/17744",0.111111111111111,2.46444444444444,1.65466560212231,0.120094621753327,0.560181623113464,0.509492334711085,"chmp2a/chmp1b/chmp5b",3
"GO:0045766","GO:0045766","positive regulation of angiogenesis","3/800","27/17744",0.111111111111111,2.46444444444444,1.65466560212231,0.120094621753327,0.560181623113464,0.509492334711085,"utp15/egfl6/itgb1a",3
"GO:1902017","GO:1902017","regulation of cilium assembly","3/800","27/17744",0.111111111111111,2.46444444444444,1.65466560212231,0.120094621753327,0.560181623113464,0.509492334711085,"appb/mcm7/lamb1a",3
"GO:0009628","GO:0009628","response to abiotic stimulus","22/800","374/17744",0.0588235294117647,1.30470588235294,1.29409833557435,0.123352576935025,0.574135644265615,0.522183695016522,"mmp14a/dnmt3aa/pcdh15b/per1b/alpl/mmp2/col1a2/ndrg1a/tph1b/lamc1/fundc1/loxl2b/cpeb4a/fam162a/perp/atp5if1a/trnt1/plekhn1/igfbp1a/lamb1a/ldha/lama1",22
"GO:0008593","GO:0008593","regulation of Notch signaling pathway","5/800","59/17744",0.0847457627118644,1.87966101694915,1.47058241466206,0.126295952892109,0.578715791874652,0.526349397714301,"egfl6/appb/nle1/mecom/tcima",5
"GO:0032496","GO:0032496","response to lipopolysaccharide","5/800","59/17744",0.0847457627118644,1.87966101694915,1.47058241466206,0.126295952892109,0.578715791874652,0.526349397714301,"cd248b/il1b/cxcl8b.1/cd248a/cxcl8a",5
"GO:0071696","GO:0071696","ectodermal placode development","4/800","43/17744",0.0930232558139535,2.06325581395349,1.51678365939805,0.127395878375501,0.578715791874652,0.526349397714301,"fgfr1a/msx3/pnocb/bmper",4
"GO:0000028","GO:0000028","ribosomal small subunit assembly","2/800","14/17744",0.142857142857143,3.16857142857143,1.76373742340666,0.129238653280428,0.578715791874652,0.526349397714301,"abt1/mrps7",2
"GO:0006353","GO:0006353","DNA-templated transcription termination","2/800","14/17744",0.142857142857143,3.16857142857143,1.76373742340666,0.129238653280428,0.578715791874652,0.526349397714301,"polr1h/ttf1.6",2
"GO:0007612","GO:0007612","learning","2/800","14/17744",0.142857142857143,3.16857142857143,1.76373742340666,0.129238653280428,0.578715791874652,0.526349397714301,"nf1a/pcxa",2
"GO:0009084","GO:0009084","glutamine family amino acid biosynthetic process","2/800","14/17744",0.142857142857143,3.16857142857143,1.76373742340666,0.129238653280428,0.578715791874652,0.526349397714301,"glsl/glulb",2
"GO:0021551","GO:0021551","central nervous system morphogenesis","2/800","14/17744",0.142857142857143,3.16857142857143,1.76373742340666,0.129238653280428,0.578715791874652,0.526349397714301,"nop56/psmd7",2
"GO:0031167","GO:0031167","rRNA methylation","2/800","14/17744",0.142857142857143,3.16857142857143,1.76373742340666,0.129238653280428,0.578715791874652,0.526349397714301,"nop2/fbl",2
"GO:0032107","GO:0032107","regulation of response to nutrient levels","2/800","14/17744",0.142857142857143,3.16857142857143,1.76373742340666,0.129238653280428,0.578715791874652,0.526349397714301,"kank2/lepb",2
"GO:0035775","GO:0035775","pronephric glomerulus morphogenesis","2/800","14/17744",0.142857142857143,3.16857142857143,1.76373742340666,0.129238653280428,0.578715791874652,0.526349397714301,"osr1/vcana",2
"GO:0046456","GO:0046456","icosanoid biosynthetic process","2/800","14/17744",0.142857142857143,3.16857142857143,1.76373742340666,0.129238653280428,0.578715791874652,0.526349397714301,"ptges/ptges3b",2
"GO:0048679","GO:0048679","regulation of axon regeneration","2/800","14/17744",0.142857142857143,3.16857142857143,1.76373742340666,0.129238653280428,0.578715791874652,0.526349397714301,"col12a1b/col12a1a",2
"GO:0070570","GO:0070570","regulation of neuron projection regeneration","2/800","14/17744",0.142857142857143,3.16857142857143,1.76373742340666,0.129238653280428,0.578715791874652,0.526349397714301,"col12a1b/col12a1a",2
"GO:0098508","GO:0098508","endothelial to hematopoietic transition","2/800","14/17744",0.142857142857143,3.16857142857143,1.76373742340666,0.129238653280428,0.578715791874652,0.526349397714301,"mecom/cxcl8a",2
"GO:1901534","GO:1901534","positive regulation of hematopoietic progenitor cell differentiation","2/800","14/17744",0.142857142857143,3.16857142857143,1.76373742340666,0.129238653280428,0.578715791874652,0.526349397714301,"jag1a/il1b",2
"GO:0016525","GO:0016525","negative regulation of angiogenesis","3/800","28/17744",0.107142857142857,2.37642857142857,1.58380025017399,0.130244621373182,0.578715791874652,0.526349397714301,"unc5b/serpine1/serpinf1",3
"GO:0051085","GO:0051085","chaperone cofactor-dependent protein refolding","3/800","28/17744",0.107142857142857,2.37642857142857,1.58380025017399,0.130244621373182,0.578715791874652,0.526349397714301,"dnajb12a/hspe1/hspa8",3
"GO:0060419","GO:0060419","heart growth","3/800","28/17744",0.107142857142857,2.37642857142857,1.58380025017399,0.130244621373182,0.578715791874652,0.526349397714301,"prdm16/ndrg4/npr2",3
"GO:0071985","GO:0071985","multivesicular body sorting pathway","3/800","28/17744",0.107142857142857,2.37642857142857,1.58380025017399,0.130244621373182,0.578715791874652,0.526349397714301,"chmp2a/chmp1b/chmp5b",3
"GO:1904018","GO:1904018","positive regulation of vasculature development","3/800","28/17744",0.107142857142857,2.37642857142857,1.58380025017399,0.130244621373182,0.578715791874652,0.526349397714301,"utp15/egfl6/itgb1a",3
"GO:2000181","GO:2000181","negative regulation of blood vessel morphogenesis","3/800","28/17744",0.107142857142857,2.37642857142857,1.58380025017399,0.130244621373182,0.578715791874652,0.526349397714301,"unc5b/serpine1/serpinf1",3
"GO:0002237","GO:0002237","response to molecule of bacterial origin","5/800","60/17744",0.0833333333333333,1.84833333333333,1.43021870101037,0.132997806235982,0.589733070861198,0.536369753544291,"cd248b/il1b/cxcl8b.1/cd248a/cxcl8a",5
"GO:0001754","GO:0001754","eye photoreceptor cell differentiation","6/800","77/17744",0.0779220779220779,1.72831168831169,1.39165564712289,0.133549221931369,0.589751174717417,0.536386219232546,"mafba/cdh2/adgrv1/cdipt/sox11a/cdk1",6
"GO:0008285","GO:0008285","negative regulation of cell population proliferation","6/800","77/17744",0.0779220779220779,1.72831168831169,1.39165564712289,0.133549221931369,0.589751174717417,0.536386219232546,"kank2/cdh2/igfbp2b/mmp9/ecrg4a/igfbp1a",6
"GO:0060538","GO:0060538","skeletal muscle organ development","11/800","167/17744",0.0658682634730539,1.46095808383234,1.3004625292455,0.134285749545792,0.591790982149654,0.538241450122191,"gmppb/lama4/lamc1/disp1/pbx4/ret/col6a1/gfra3/tln1/col22a1/postnb",11
"GO:0032868","GO:0032868","response to insulin","4/800","44/17744",0.0909090909090909,2.01636363636364,1.46669351531026,0.135449361310746,0.593279214684265,0.539595016603787,"lpin1a/igf2b/lepb/gsk3bb",4
"GO:0070585","GO:0070585","protein localization to mitochondrion","4/800","44/17744",0.0909090909090909,2.01636363636364,1.46669351531026,0.135449361310746,0.593279214684265,0.539595016603787,"timm17a/timm10/timm22/pam16",4
"GO:0072655","GO:0072655","establishment of protein localization to mitochondrion","4/800","44/17744",0.0909090909090909,2.01636363636364,1.46669351531026,0.135449361310746,0.593279214684265,0.539595016603787,"timm17a/timm10/timm22/pam16",4
"GO:0097529","GO:0097529","myeloid leukocyte migration","6/800","78/17744",0.0769230769230769,1.70615384615385,1.35808848079458,0.139536748995097,0.604757104013131,0.550034303417975,"cyba/saa/cxcl18b/il1b/cxcl8b.1/cxcl8a",6
"GO:0008299","GO:0008299","isoprenoid biosynthetic process","3/800","29/17744",0.103448275862069,2.29448275862069,1.51591635802367,0.140683641337562,0.604757104013131,0.550034303417975,"pdss2/pdss1/fdps",3
"GO:0009066","GO:0009066","aspartate family amino acid metabolic process","3/800","29/17744",0.103448275862069,2.29448275862069,1.51591635802367,0.140683641337562,0.604757104013131,0.550034303417975,"adi1/mtap/aass",3
"GO:0016180","GO:0016180","snRNA processing","3/800","29/17744",0.103448275862069,2.29448275862069,1.51591635802367,0.140683641337562,0.604757104013131,0.550034303417975,"dkc1/exosc8/nhp2",3
"GO:0031110","GO:0031110","regulation of microtubule polymerization or depolymerization","3/800","29/17744",0.103448275862069,2.29448275862069,1.51591635802367,0.140683641337562,0.604757104013131,0.550034303417975,"stmn1b/mapre1a/map1b",3
"GO:0042476","GO:0042476","odontogenesis","3/800","29/17744",0.103448275862069,2.29448275862069,1.51591635802367,0.140683641337562,0.604757104013131,0.550034303417975,"cdh2/sp7/gli1",3
"GO:0051084","GO:0051084","'de novo' post-translational protein folding","3/800","29/17744",0.103448275862069,2.29448275862069,1.51591635802367,0.140683641337562,0.604757104013131,0.550034303417975,"dnajb12a/hspe1/hspa8",3
"GO:0060059","GO:0060059","embryonic retina morphogenesis in camera-type eye","3/800","29/17744",0.103448275862069,2.29448275862069,1.51591635802367,0.140683641337562,0.604757104013131,0.550034303417975,"zic2a/cdh2/pbx4",3
"GO:1901343","GO:1901343","negative regulation of vasculature development","3/800","29/17744",0.103448275862069,2.29448275862069,1.51591635802367,0.140683641337562,0.604757104013131,0.550034303417975,"unc5b/serpine1/serpinf1",3
"GO:0001909","GO:0001909","leukocyte mediated cytotoxicity","2/800","15/17744",0.133333333333333,2.95733333333333,1.64785445364015,0.144861854921505,0.604757104013131,0.550034303417975,"il15l/saa",2
"GO:0006614","GO:0006614","SRP-dependent cotranslational protein targeting to membrane","2/800","15/17744",0.133333333333333,2.95733333333333,1.64785445364015,0.144861854921505,0.604757104013131,0.550034303417975,"srp19/srp9",2
"GO:0006692","GO:0006692","prostanoid metabolic process","2/800","15/17744",0.133333333333333,2.95733333333333,1.64785445364015,0.144861854921505,0.604757104013131,0.550034303417975,"ptges/ptges3b",2
"GO:0006693","GO:0006693","prostaglandin metabolic process","2/800","15/17744",0.133333333333333,2.95733333333333,1.64785445364015,0.144861854921505,0.604757104013131,0.550034303417975,"ptges/ptges3b",2
"GO:0007611","GO:0007611","learning or memory","2/800","15/17744",0.133333333333333,2.95733333333333,1.64785445364015,0.144861854921505,0.604757104013131,0.550034303417975,"nf1a/pcxa",2
"GO:0010458","GO:0010458","exit from mitosis","2/800","15/17744",0.133333333333333,2.95733333333333,1.64785445364015,0.144861854921505,0.604757104013131,0.550034303417975,"gnl3/chmp2a",2
"GO:0010824","GO:0010824","regulation of centrosome duplication","2/800","15/17744",0.133333333333333,2.95733333333333,1.64785445364015,0.144861854921505,0.604757104013131,0.550034303417975,"rock2b/npm1a",2
"GO:0021603","GO:0021603","cranial nerve formation","2/800","15/17744",0.133333333333333,2.95733333333333,1.64785445364015,0.144861854921505,0.604757104013131,0.550034303417975,"fgfr1a/klf7b",2
"GO:0031145","GO:0031145","anaphase-promoting complex-dependent catabolic process","2/800","15/17744",0.133333333333333,2.95733333333333,1.64785445364015,0.144861854921505,0.604757104013131,0.550034303417975,"ecrg4a/anapc1",2
"GO:0032790","GO:0032790","ribosome disassembly","2/800","15/17744",0.133333333333333,2.95733333333333,1.64785445364015,0.144861854921505,0.604757104013131,0.550034303417975,"rnf25/pelo",2
"GO:0033617","GO:0033617","mitochondrial cytochrome c oxidase assembly","2/800","15/17744",0.133333333333333,2.95733333333333,1.64785445364015,0.144861854921505,0.604757104013131,0.550034303417975,"surf1/coa5",2
"GO:0046605","GO:0046605","regulation of centrosome cycle","2/800","15/17744",0.133333333333333,2.95733333333333,1.64785445364015,0.144861854921505,0.604757104013131,0.550034303417975,"rock2b/npm1a",2
"GO:0048634","GO:0048634","regulation of muscle organ development","2/800","15/17744",0.133333333333333,2.95733333333333,1.64785445364015,0.144861854921505,0.604757104013131,0.550034303417975,"ptch1/ptch2",2
"GO:0061548","GO:0061548","ganglion development","2/800","15/17744",0.133333333333333,2.95733333333333,1.64785445364015,0.144861854921505,0.604757104013131,0.550034303417975,"adgra2/reck",2
"GO:0097581","GO:0097581","lamellipodium organization","2/800","15/17744",0.133333333333333,2.95733333333333,1.64785445364015,0.144861854921505,0.604757104013131,0.550034303417975,"mmp14a/mmp14b",2
"GO:0006403","GO:0006403","RNA localization","6/800","79/17744",0.0759493670886076,1.68455696202532,1.32500300979597,0.145646838507107,0.604757104013131,0.550034303417975,"nutf2l/rbm8a/sem1/magoh/sarnp/eif4ea",6
"GO:0048469","GO:0048469","cell maturation","6/800","79/17744",0.0759493670886076,1.68455696202532,1.32500300979597,0.145646838507107,0.604757104013131,0.550034303417975,"rps9/zeb1a/ltbp3/saa/eif1axb/ndrg4",6
"GO:1902600","GO:1902600","proton transmembrane transport","6/800","79/17744",0.0759493670886076,1.68455696202532,1.32500300979597,0.145646838507107,0.604757104013131,0.550034303417975,"atp5l/ednraa/atp5pf/atp5mf/atp5f1c/atp5pd",6
"GO:0060047","GO:0060047","heart contraction","12/800","189/17744",0.0634920634920635,1.40825396825397,1.22605922221718,0.147042597582685,0.609378457289782,0.554237483196275,"surf1/adma/tpm4a/hbegfb/plcg1/dsc2l/gja1b/acta2/crip2/junba/icam3/prdm16",12
"GO:0051247","GO:0051247","positive regulation of protein metabolic process","8/800","115/17744",0.0695652173913043,1.54295652173913,1.26926026300981,0.147961549073126,0.610837429602655,0.555564437132809,"adam8a/eif5a/ube2d1b/gsk3bb/adam8b/sh3rf1/oaz1a/aurkaip1",8
"GO:0060828","GO:0060828","regulation of canonical Wnt signaling pathway","8/800","115/17744",0.0695652173913043,1.54295652173913,1.26926026300981,0.147961549073126,0.610837429602655,0.555564437132809,"nkd1/rnf25/bcl9/tcf7l1a/gsk3bb/nkd2b/adgra2/reck",8
"GO:0039021","GO:0039021","pronephric glomerulus development","3/800","30/17744",0.1,2.218,1.45077526970361,0.151391480170449,0.623802370492002,0.567356216317551,"osr1/mafba/vcana",3
"GO:0009451","GO:0009451","RNA modification","8/800","116/17744",0.0689655172413793,1.52965517241379,1.2435728729999,0.153090440025829,0.629599042472637,0.572628363455392,"dkc1/nop2/cdk5rap1/fbl/ftsj1/naf1/thumpd3/nhp2",8
"GO:0022407","GO:0022407","regulation of cell-cell adhesion","7/800","99/17744",0.0707070707070707,1.56828282828283,1.23203160145608,0.15919199022596,0.640714378355399,0.582737903283797,"adam8a/zeb1a/igf2b/appb/adam8b/mecom/cxcl8a",7
"GO:0045216","GO:0045216","cell-cell junction organization","7/800","99/17744",0.0707070707070707,1.56828282828283,1.23203160145608,0.15919199022596,0.640714378355399,0.582737903283797,"fyna/cdh2/cdh7a/dsc2l/cldn3c/si:ch211-186j3.6/tjp1b",7
"GO:0003157","GO:0003157","endocardium development","2/800","16/17744",0.125,2.7725,1.54122807687536,0.160847553916599,0.640714378355399,0.582737903283797,"fn1a/fbn2b",2
"GO:0006613","GO:0006613","cotranslational protein targeting to membrane","2/800","16/17744",0.125,2.7725,1.54122807687536,0.160847553916599,0.640714378355399,0.582737903283797,"srp19/srp9",2
"GO:0006743","GO:0006743","ubiquinone metabolic process","2/800","16/17744",0.125,2.7725,1.54122807687536,0.160847553916599,0.640714378355399,0.582737903283797,"pdss2/pdss1",2
"GO:0006744","GO:0006744","ubiquinone biosynthetic process","2/800","16/17744",0.125,2.7725,1.54122807687536,0.160847553916599,0.640714378355399,0.582737903283797,"pdss2/pdss1",2
"GO:0008535","GO:0008535","respiratory chain complex IV assembly","2/800","16/17744",0.125,2.7725,1.54122807687536,0.160847553916599,0.640714378355399,0.582737903283797,"surf1/coa5",2
"GO:0010810","GO:0010810","regulation of cell-substrate adhesion","2/800","16/17744",0.125,2.7725,1.54122807687536,0.160847553916599,0.640714378355399,0.582737903283797,"agr2/ecm2",2
"GO:0010833","GO:0010833","telomere maintenance via telomere lengthening","2/800","16/17744",0.125,2.7725,1.54122807687536,0.160847553916599,0.640714378355399,0.582737903283797,"nhp2/ptges3b",2
"GO:0031128","GO:0031128","developmental induction","2/800","16/17744",0.125,2.7725,1.54122807687536,0.160847553916599,0.640714378355399,0.582737903283797,"rab5ab/nkd1",2
"GO:0048246","GO:0048246","macrophage chemotaxis","2/800","16/17744",0.125,2.7725,1.54122807687536,0.160847553916599,0.640714378355399,0.582737903283797,"cyba/il1b",2
"GO:0048936","GO:0048936","peripheral nervous system neuron axonogenesis","2/800","16/17744",0.125,2.7725,1.54122807687536,0.160847553916599,0.640714378355399,0.582737903283797,"dpysl3/sema3d",2
"GO:0050890","GO:0050890","cognition","2/800","16/17744",0.125,2.7725,1.54122807687536,0.160847553916599,0.640714378355399,0.582737903283797,"nf1a/pcxa",2
"GO:0060061","GO:0060061","Spemann organizer formation","2/800","16/17744",0.125,2.7725,1.54122807687536,0.160847553916599,0.640714378355399,0.582737903283797,"rab5ab/nkd1",2
"GO:0071763","GO:0071763","nuclear membrane organization","2/800","16/17744",0.125,2.7725,1.54122807687536,0.160847553916599,0.640714378355399,0.582737903283797,"banf1/chmp2a",2
"GO:1901661","GO:1901661","quinone metabolic process","2/800","16/17744",0.125,2.7725,1.54122807687536,0.160847553916599,0.640714378355399,0.582737903283797,"pdss2/pdss1",2
"GO:1901663","GO:1901663","quinone biosynthetic process","2/800","16/17744",0.125,2.7725,1.54122807687536,0.160847553916599,0.640714378355399,0.582737903283797,"pdss2/pdss1",2
"GO:0001763","GO:0001763","morphogenesis of a branching structure","3/800","31/17744",0.0967741935483871,2.14645161290323,1.38816491481205,0.162347978029444,0.643124802671785,0.584930214959025,"plxna3/tars1/unc5b",3
"GO:0002697","GO:0002697","regulation of immune effector process","3/800","31/17744",0.0967741935483871,2.14645161290323,1.38816491481205,0.162347978029444,0.643124802671785,0.584930214959025,"il15l/mmp9/cxcl8a",3
"GO:0042310","GO:0042310","vasoconstriction","3/800","31/17744",0.0967741935483871,2.14645161290323,1.38816491481205,0.162347978029444,0.643124802671785,0.584930214959025,"ednraa/ednrbb/ednrab",3
"GO:0030900","GO:0030900","forebrain development","10/800","155/17744",0.0645161290322581,1.43096774193548,1.17095602980645,0.162661170805567,0.643183161625684,0.584983293172315,"dpysl3/zic2a/emx3/gli2b/igf2b/tcf7l1a/disp1/lhx9/ptprsa/gli1",10
"GO:0003015","GO:0003015","heart process","12/800","193/17744",0.0621761658031088,1.37906735751295,1.15052128477852,0.163038368579411,0.643493927268553,0.585265938490192,"surf1/adma/tpm4a/hbegfb/plcg1/dsc2l/gja1b/acta2/crip2/junba/icam3/prdm16",12
