"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"dre00512","Metabolism","Glycan biosynthesis and metabolism","dre00512","Mucin type O-glycan biosynthesis","1/447","39/12020",0.0256410256410256,0.689496931107669,-0.381695130069145,0.772447514562375,0.923924472236744,0.834601426955178,"103910015",1
"dre00980","Metabolism","Xenobiotics biodegradation and metabolism","dre00980","Metabolism of xenobiotics by cytochrome P450","2/447","76/12020",0.0263157894736842,0.70764158718945,-0.502472672114727,0.780081783252819,0.923924472236744,0.834601426955178,"792506/100384902",2
"dre03013","Genetic Information Processing","Translation","dre03013","Nucleocytoplasmic transport","3/447","110/12020",0.0272727272727273,0.733374008541794,-0.552087479134857,0.781739268291916,0.923924472236744,0.834601426955178,"503767/100005893/393693",3
"dre04081",NA,NA,"dre04081","Hormone signaling","10/447","328/12020",0.0304878048780488,0.819828668085338,-0.650194303434309,0.783136217580314,0.923924472236744,0.834601426955178,"555911/394236/554221/324215/564348/570244/100331465/100000095/100331745/794462",10
"dre04020","Environmental Information Processing","Signal transduction","dre04020","Calcium signaling pathway","12/447","394/12020",0.0304568527918782,0.818996354716724,-0.717935164353144,0.800507853634485,0.923924472236744,0.834601426955178,"30705/114550/555941/557499/373867/560081/30512/405866/100000160/100331465/562569/563904",12
"dre04914","Organismal Systems","Endocrine system","dre04914","Progesterone-mediated oocyte maturation","3/447","114/12020",0.0263157894736842,0.70764158718945,-0.616382123404273,0.801761087731345,0.923924472236744,0.834601426955178,"393956/568795/80973",3
"dre00062","Metabolism","Lipid metabolism","dre00062","Fatty acid elongation","1/447","43/12020",0.0232558139534884,0.625357681702305,-0.483662022734423,0.804556753300472,0.923924472236744,0.834601426955178,"317738",1
"dre00670","Metabolism","Metabolism of cofactors and vitamins","dre00670","One carbon pool by folate","1/447","43/12020",0.0232558139534884,0.625357681702305,-0.483662022734423,0.804556753300472,0.923924472236744,0.834601426955178,"322055",1
"dre00010","Metabolism","Carbohydrate metabolism","dre00010","Glycolysis / Gluconeogenesis","2/447","81/12020",0.0246913580246914,0.663960007733311,-0.596368164788475,0.809276999598403,0.923924472236744,0.834601426955178,"323107/30496",2
"dre04068","Environmental Information Processing","Signal transduction","dre04068","FoxO signaling pathway","5/447","183/12020",0.0273224043715847,0.734709844622926,-0.710707351457186,0.815854447389087,0.923924472236744,0.834601426955178,"321974/369195/100331892/560446/794462",5
"dre04330","Environmental Information Processing","Signal transduction","dre04330","Notch signaling pathway","2/447","83/12020",0.0240963855421687,0.647960971402388,-0.632480609907738,0.819955871436876,0.923924472236744,0.834601426955178,"140421/58008",2
"dre04370","Environmental Information Processing","Signal transduction","dre04370","VEGF signaling pathway","2/447","84/12020",0.0238095238095238,0.640247150314264,-0.650248611237184,0.825092042371911,0.923924472236744,0.834601426955178,"327321/373867",2
"dre00051","Metabolism","Carbohydrate metabolism","dre00051","Fructose and mannose metabolism","1/447","46/12020",0.0217391304347826,0.584573485069546,-0.554777007734293,0.82563463476475,0.923924472236744,0.834601426955178,"445097",1
"dre02010","Environmental Information Processing","Membrane transport","dre02010","ABC transporters","1/447","49/12020",0.0204081632653061,0.548783271697941,-0.621989379865936,0.844443872941843,0.937532173896062,0.846893565072217,"336147",1
"dre00380","Metabolism","Amino acid metabolism","dre00380","Tryptophan metabolism","1/447","53/12020",0.0188679245283019,0.507365666286775,-0.706374345986929,0.866411229708758,0.954406120226054,0.862136174299011,"415103",1
"dre03082","Genetic Information Processing","Chromosome","dre03082","ATP-dependent chromatin remodeling","3/447","134/12020",0.0223880597014925,0.602023439847741,-0.910451850085218,0.880080497650221,0.955361664517487,0.862999338608555,"437025/192313/406357",3
"dre00565","Metabolism","Lipid metabolism","dre00565","Ether lipid metabolism","1/447","56/12020",0.0178571428571429,0.480185362735698,-0.766247849007501,0.880829903455839,0.955361664517487,0.862999338608555,"406482",1
"dre00280","Metabolism","Amino acid metabolism","dre00280","Valine, leucine and isoleucine degradation","1/447","59/12020",0.0169491525423729,0.455769157850832,-0.82355074291887,0.893695426022737,0.961916450909969,0.868920422247901,"394130",1
"dre04620","Organismal Systems","Immune system","dre04620","Toll-like receptor signaling pathway","2/447","112/12020",0.0178571428571429,0.480185362735698,-1.08618313531698,0.924540327341286,0.966434084550502,0.87300130071378,"405770/100002946",2
"dre04140","Cellular Processes","Transport and catabolism","dre04140","Autophagy - animal","5/447","227/12020",0.0220264317180617,0.59229912584139,-1.21872964300837,0.928669742956643,0.966434084550502,0.87300130071378,"336789/368883/100009663/556756/794462",5
"dre04622","Organismal Systems","Immune system","dre04622","RIG-I-like receptor signaling pathway","1/447","70/12020",0.0142857142857143,0.384148290188559,-1.01556136690568,0.930093033217909,0.966434084550502,0.87300130071378,"100002946",1
"dre04371","Environmental Information Processing","Signal transduction","dre04371","Apelin signaling pathway","4/447","195/12020",0.0205128205128205,0.551597544886136,-1.24065110121901,0.935531153947695,0.966434084550502,0.87300130071378,"140421/557499/322509/100136840",4
"dre00561","Metabolism","Lipid metabolism","dre00561","Glycerolipid metabolism","1/447","74/12020",0.0135135135135135,0.363383517745934,-1.07956161847572,0.939981540852488,0.966434084550502,0.87300130071378,"799099",1
"dre01212","Metabolism","Global and overview maps","dre01212","Fatty acid metabolism","1/447","78/12020",0.0128205128205128,0.344748465553835,-1.14098981349557,0.948473977971204,0.966434084550502,0.87300130071378,"317738",1
"dre04210","Cellular Processes","Cell growth and death","dre04210","Apoptosis","4/447","204/12020",0.0196078431372549,0.527262359082335,-1.3383354408138,0.948666471060189,0.966434084550502,0.87300130071378,"58081/415158/373080/100149563",4
"dre04625","Organismal Systems","Immune system","dre04625","C-type lectin receptor signaling pathway","2/447","131/12020",0.0152671755725191,0.410540157453421,-1.3331596500377,0.958454754077881,0.966434084550502,0.87300130071378,"327321/405770",2
"dre04261","Organismal Systems","Circulatory system","dre04261","Adrenergic signaling in cardiomyocytes","5/447","251/12020",0.0199203187250996,0.53566494647807,-1.46104469776088,0.959579942106882,0.966434084550502,0.87300130071378,"338317/406437/562460/557499/565910",5
"dre04082",NA,NA,"dre04082","Neuroactive ligand signaling","2/447","333/12020",0.00600600600600601,0.161503785664859,-3.04955628542548,0.999960712412578,0.999960712412578,0.903286645777693,"394236/558960",2
